,Noise Param,Fidelity
0,0.0,1.0
1,0.07142857142857142,0.845180834521405
2,0.14285714285714285,0.7313323157173905
3,0.21428571428571427,0.6497247379030004
4,0.2857142857142857,0.5929674503881122
5,0.3571428571428571,0.5548962910279416
6,0.42857142857142855,0.5304638082912996
7,0.5,0.5156251708389963
8,0.5714285714285714,0.5072292597352497
9,0.6428571428571428,0.5029054191610057
10,0.7142857142857142,0.5009521747561373
11,0.7857142857142857,0.5002260709007783
12,0.8571428571428571,0.5000301401973589
13,0.9285714285714285,0.5000010037395705
14,1.0,0.5000001096698095
